react_id	react_name	react_rev	react_single	react_de	lowbnd	uppbnd	obj_coef	gprRules	gpr
R02243	NADPH:trypanathione oxidoreductase	FALSE	NA	NA	0	1000	0		
R03195	precorrin-3A,NADH:oxygen oxidoreductase (20-hydroxylating)	TRUE	NA	NA	-1000	1000	0		
R05217	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NAD + oxidoreductase	FALSE	NA	NA	0	1000	0		
R05555	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol:L-serine 2,3-bis-O-(geranylgeranyl)-sn-glycerol phosphotransferase	TRUE	NA	NA	-1000	1000	0		
R05807	S-adenosylmethioninamine:putrescine 3-aminopropyltransferase	FALSE	NA	NA	0	1000	0		
R07399		TRUE	NA	NA	-1000	1000	0		
R00018	putrescine:putrescine 4-aminobutyltransferase (ammonia-forming)	FALSE	NA	NA	0	1000	0		
R00291	UDPglucose 4-epimerase	TRUE	NA	NA	-1000	1000	0		
R00466	Glyoxylate:oxygen oxidoreductase	FALSE	NA	NA	0	1000	0		
R00489	L-aspartate 1-carboxy-lyase (beta-alanine-forming)	FALSE	NA	NA	0	1000	0		
R00511	cytidine-5'-monophosphate phosphohydrolase	FALSE	NA	NA	0	1000	0		
R00864		TRUE	NA	NA	-1000	1000	0		
R00963	5'-nucleotidase (dUMP)	FALSE	NA	NA	0	1000	0		
R01221	glycine synthase	FALSE	NA	NA	0	1000	0		
R01339		TRUE	NA	NA	-1000	1000	0		
R01664	2'-deoxycytidine 5'-monophosphate phosphohydrolase	FALSE	NA	NA	0	1000	0		
R01682	3-Sulfo-L-alanine carboxy-lyase (taurine-forming)	FALSE	NA	NA	0	1000	0		
R01752	D-Glyceraldehyde:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0		
R01805	N-Acetylneuraminate 9-phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0		
R02102	5'-nucleotidase (dUMP)	FALSE	NA	NA	0	1000	0		
R02200		TRUE	NA	NA	-1000	1000	0		
R02252	phenylpropanoate:NAD + delta2-oxidoreductase	TRUE	NA	NA	-1000	1000	0		
R02706		FALSE	NA	NA	0	1000	0		
R04203	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1028
R05218	cob(II)yrinic acid-a,c-diamide:FMN oxidoreductase	TRUE	NA	NA	-1000	1000	0		
R06614	3-cyano-L-alanine carboxy-lyase (3-aminopropiononitrile-forming)	FALSE	NA	NA	0	1000	0		
R06616		TRUE	NA	NA	-1000	1000	0		
R08609		TRUE	NA	NA	-1000	1000	0		
R00004	diphosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_1175 or Nmar_1231)
R00006	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1071 and Nmar_1072)
R00014	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1072 and Nmar_1071)
R00036	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0509
R00078	Fe(II):oxygenoxidoreductase;Fe2 + :oxygen oxidoreductase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0573
R00081	Ferrocytochrome-c:oxygen oxidoreductase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0183 or Nmar_0184)
R00082	Ferrocytochrome c2:oxygen oxidoreductase	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0183 and Nmar_0184)
R00084	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0491
R00086	ATP phosphohydrolase	FALSE	NA	NA	0	1000	0	(x[1] & x[2] & x[3] & x[4] & x[5] & x[6] & x[7] & x[8] & x[9] & x[10])	(Nmar_1530 and Nmar_1080 and Nmar_1688 and Nmar_1689 and Nmar_1690 and Nmar_1691 and Nmar_1692 and Nmar_1693 and Nmar_1700 and Nmar_0483)
R00104	ATP:NAD + 2'-phosphotransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0440 or Nmar_0921)
R00127	ATP:AMP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0403
R00137	ATP:nicotinamide-nucleotide adenylyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0960 or Nmar_1732)
R00139	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R00145	alpha-amino acid:NAD + oxidoreductase (deaminating)	TRUE	NA	NA	-1000	1000	0		
R00156	ATP:UDP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R00158	ATP:UMP phosphotransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0405 or Nmar_1705)
R00177	ATP:L-methionine S-adenosyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0085
R00189	deamido-NAD + :ammonia ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0966
R00190	AMP:diphosphate phospho-D-ribosyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1400
R00192	S-Adenosyl-L-homocysteine hydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0964
R00206	ATP:pyruvate,phosphate phosphotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0951
R00220	L-serine ammonia-lyase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0848
R00226	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_1071 and Nmar_1072)
R00235	Acetate:CoA ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0866 or Nmar_0701)
R00236	acetyl adenylate:CoA acetyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0701 or Nmar_0866)
R00243	L-glutamate:NAD + oxidoreductase (deaminating)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1312
R00253	L-Glutamate:ammonia ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_1771 or Nmar_1790)
R00256	L-glutamine amidohydrolase	FALSE	NA	NA	0	1000	0	(x[1] & x[2] & x[3] & x[4])	(Nmar_0935 and Nmar_1466 and Nmar_1085 and Nmar_1086)
R00260	glutamate racemase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0060
R00267	Isocitrate:NADP + oxidoreductase (decarboxylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1379
R00275	superoxide:superoxide oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0394
R00316	ATP:acetate adenylyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0701 or Nmar_0866)
R00317	Acetyl phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0103
R00330	ATP:GDP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R00331	ATP:nucleoside-diphosphate phosphotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0228
R00335	GTP phosphohydrolase	FALSE	NA	NA	0	1000	0		
R00341	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0392
R00342	(S)-malate:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0338 or Nmar_0676)
R00351	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1099
R00354	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1621
R00355	L-Aspartate:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2] | x[3])	(Nmar_0177 or Nmar_0865 or Nmar_0546)
R00362	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1621
R00371	Acetyl-CoA:glycine C-acetyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0819
R00380	S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1473
R00405	Succinate:CoA ligase (ADP-forming)	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_1123 and Nmar_1124)
R00408	succinate:FAD oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_0261 and Nmar_0258)
R00412	succinate:acceptor oxidoreductase	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0258 and Nmar_0261)
R00424	GTP 7,8-8,9-dihydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0038
R00428	GTP 7,8-8,9-dihydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0038
R00480	ATP:L-aspartate 4-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1754
R00483	L-aspartate:ammonia ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0935 or Nmar_1466)
R00490	L-aspartate ammonia-lyase (fumarate-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1260
R00494	glutathione gamma-glutamylaminopeptidase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1004
R00509	ATP:adenylylsulfate 3'-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0023
R00512	ATP:CMP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0405
R00529	ATP:sulfate adenylyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0050
R00539	Acyl phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0103
R00566	L-arginine carboxy-lyase (agmatine-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1180
R00570	ATP:CDP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R00571	UTP:ammonia ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0919
R00573	UTP:L-glutamine amido-ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0919
R00575	HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1086 and Nmar_1085)
R00578	L-aspartate:L-glutamine amido-ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0935 or Nmar_1466)
R00582	O-phospho-L-serine phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0666
R00596	S-adenosyl-L-methionine:tRNA adenine N1-methyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0690
R00598	S-Adenosyl-L-methionine:tRNA guanine N2-methyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1394
R00615	Thiamin diphosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1530
R00617	ATP:thiamin-phosphate phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1448
R00623	primary alcohol:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0523 or Nmar_1193)
R00624	Secondary alcohol:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0523 or Nmar_1193)
R00658	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0317
R00661	phosphoenolpyruvate 2,3-phosphonomutase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0160
R00674	L-serine hydro-lyase (adding indole; L-tryptophan-forming)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0916 and Nmar_0915)
R00691	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1567
R00694	L-Phenylalanine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2] | x[3])	(Nmar_0546 or Nmar_0865 or Nmar_1557)
R00713	succinate-semialdehyde:NAD + oxidoreductase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1608
R00714	succinate-semialdehyde:NADP + oxidoreductase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1608
R00717	Glycolate:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0412
R00722	ATP:IDP phosphotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0228
R00734	L-tyrosine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2] | x[3])	(Nmar_0546 or Nmar_0865 or Nmar_1557)
R00750	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0140
R00754	ethanol:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0523 or Nmar_1193)
R00762	D-Fructose-1,6-bisphosphate 1-phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1035
R00765	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)	FALSE	NA	NA	0	1000	0		
R00768	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0323
R00771	D-glucose-6-phosphate aldose-ketose-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0167
R00772	D-mannose-6-phosphate aldose-ketose-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0167
R00856	CTP:sn-glycerol-3-phosphate cytidylyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1298
R00858	hydrogen-sulfide:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0679
R00875	D-Glucitol:NAD + 2-oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1079
R00885	GTP:alpha-D-mannose-1-phosphate guanylyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0424 or Nmar_0541)
R00888	GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0150
R00896	L-cysteine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0546 or Nmar_0865)
R00897	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0670
R00899	L-cysteinylglycine dipeptidase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0296
R00900	L-cysteine,glutathione:NADP + oxidoreductase (disulfide-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0672
R00925	Propanoate:CoA ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0701 or Nmar_0866)
R00926	Propionyladenylate:CoA propionyltransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0866 or Nmar_0701)
R00927	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1631
R00944	10-Formyltetrahydrofolate amidohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0223
R00945	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1793
R00946	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1267 and Nmar_1268)
R00955	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0538
R00965	orotidine-5'-phosphate carboxy-lyase (UMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1418
R00985	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_0912 and Nmar_0911)
R00986	Chorismate pyruvate-lyase (amino-accepting)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0912 and Nmar_0911)
R00994	(2R,3S)-3-methylmalate:NAD + oxidoreductase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1069
R00996	L-threonine ammonia-lyase (2-oxobutanoate-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0848
R01007	UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0244
R01009	GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0062
R01015	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0950
R01049	ATP:D-ribose-5-phosphate diphosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1774
R01054	ADP-ribose ribophosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1716
R01056	D-ribose-5-phosphate aldose-ketose-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0218
R01057	D-Ribose 1,5-phosphomutase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0224
R01061	D-glyceraldehyde-3-phosphate:NAD + oxidoreductase (phosphorylating)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0831
R01067	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_0299 and Nmar_0300)
R01068	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0553 or Nmar_1035)
R01071	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1559
R01072	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0781
R01073	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0913
R01074	biotin:CoA ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0984
R01078	dethiobiotin:sulfur sulfurtransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0821
R01083	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1455
R01086	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0263
R01090	L-Leucine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0192 or Nmar_0248)
R01123	Isopentenyl-diphosphate delta3-delta2-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0313
R01130	IMP:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1569
R01135	IMP:L-aspartate ligase (GDP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1420
R01137	ATP:dADP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R01157	Agmatine amidinohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0925
R01163	L-histidinal:NAD + oxidoreductase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1558
R01177	butanoyl-CoA:acetyl-CoA C-butanoyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1631
R01185	1D-myo-inositol 1-phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0268
R01186	1D-myo-inositol 4-phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0268
R01187	1D-myo-inositol 3-phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0268
R01195	Ferredoxin:NADP + oxidoreductase	FALSE	NA	NA	-1000	0	0	(x[1] | x[2])	(Nmar_0253 or Nmar_0267)
R01197	2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0413 and Nmar_0414)
R01209	2,3-Dihydroxy-3-methylbutanoate hydro-lyase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0886
R01213	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_1070 or Nmar_1293)
R01214	L-Valine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0192 or Nmar_0248)
R01216	2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1720
R01220	5,10-methylenetetrahydrofolate:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1117
R01226	5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1720
R01229	GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1400
R01230	Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1573
R01231	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1573
R01244	Adenine aminohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1578
R01262	glutathione:L-amino-acid 5-glutamyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1004
R01324	citrate hydro-lyase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1482
R01325	citrate hydro-lyase (cis-aconitate-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1482
R01354	ATP:propanoate adenylyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2]) 	(Nmar_0866 or Nmar_0701) 
R01373	Prephenate hydro-lyase (decarboxylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1567
R01388	D-Glycerate:NAD + 2-oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_0412 and Nmar_1111)
R01392	D-Glycerate:NADP + 2-oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1111
R01397	carbamoyl-phosphate:L-aspartate carbamoyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1686
R01398	Carbamoyl-phosphate:L-ornithine carbamoyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0397
R01402	S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1401
R01421	Benzoyl phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0103
R01466	O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0833 or Nmar_1549)
R01492	ATP:cob(I)alamin Co-beta-adenosyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0078
R01512	ATP:3-phospho-D-glycerate 1-phosphotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0500
R01513	3-Phospho-D-glycerate:NAD + 2-oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1258
R01515	3-Phospho-D-glyceroyl phosphate phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0103
R01518	D-phosphoglycerate 2,3-phosphomutase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0537 or Nmar_0181)
