Key	Type	Reactions	MetaCyc	EC	MSID	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd
nuoC	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoC	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoG	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoG	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoG	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoI	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoI	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoI	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoJ	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoJ	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoJ	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoK	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoK	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoK	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoL	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoL	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoL	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoM	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoM	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoM	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
nuoN	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
nuoN	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
nuoN	gene	Complex I_Ca.Nitrospira_dfluvii	RXN0-5330	1.6.5.9	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
1.6.5.9	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn06108	rxn06108_Shan	"cpd00003[c0],cpd11665[c0],cpd00004[c0],cpd00067[c0],cpd11669[c0]"	"NAD[c0],QH2[c0],NADH[c0],H+[c0],Q[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06108	NADH:ubiquinone oxidoreductase	TRUE	-1000	0
1.6.5.9	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn20240	rxn20240_Shan	"cpd00004[c0],cpd00067[c0],cpd28301[c0],cpd00003[c0],cpd28300[c0]"	"NADH[c0],H+[c0],Ubiquinones[c0],NAD[c0],Ubiquinols[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20240	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	FALSE	0	1000
1.6.5.9	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn37813	rxn37813_Shan	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn37813	RXN0-5330.w.araexp.CPD-9956_UBIQUINONE-8	FALSE	0	1000
1.6.99.5	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn05796	rxn05796_Shan	"cpd00004[c0],cpd00067[c0],cpd11609[c0],cpd00003[c0],cpd11610[c0]"	"NADH[c0],H+[c0],A[c0],NAD[c0],AH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn05796	NADH:acceptor oxidoreductase	TRUE	-1000	1000
1.6.99.5	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn20262	rxn20262_Shan	"cpd00004[c0],cpd00067[c0],cpd03185[c0],cpd00003[c0],cpd04395[c0]"	"NADH[c0],H+[c0],Menadione[c0],NAD[c0],Menadiol[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20262	NADH dehydrogenase (quinone)	FALSE	0	1000
1.6.99.5	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn39005	rxn39005_Shan	"cpd00004[c0],cpd19022[c0],cpd00003[c0],cpd00067[c0],cpd00415[c0]"	"NADH[c0],p-Benzosemiquinone[c0],NAD[c0],H+[c0],Quinol[c0]"	"-2,-1,2,1,1"	"1,1,1,1,1"	rxn39005	NADH dehydrogenase (quinone)	FALSE	0	1000
1.6.99.5	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn39006	rxn39006_Shan	"cpd00004[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn39006	NADH dehydrogenase (quinone)	FALSE	0	1000
1.6.99.5	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn39007	rxn39007_Shan	"cpd00004[c0],cpd01351[c0],cpd00003[c0],cpd25914[c0]"	"NADH[c0],Ubiquinone-9[c0],NAD[c0],ubiquinol(9)[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn39007	NADH dehydrogenase (quinone)	FALSE	0	1000
1.6.99.5	EC	Complex I_Ca.Nitrospira_dfluvii	NA	NA	rxn39008	rxn39008_Shan	"cpd00004[c0],cpd08232[c0],cpd00003[c0],cpd25915[c0]"	"NADH[c0],Ubidecarenone[c0],NAD[c0],ubiquinol(10)[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn39008	NADH dehydrogenase (quinone)	FALSE	0	1000
nadB	gene	Complex II_Ca.Nitrospira_dfluvii	L-ASPARTATE-OXID-RXN	1.4.3.16	rxn00262	rxn00262_Shan	"cpd00001[c0],cpd00007[c0],cpd00041[c0],cpd00013[c0],cpd00025[c0],cpd00032[c0]"	"H2O[c0],O2[c0],L-Aspartate[c0],NH3[c0],H2O2[c0],Oxaloacetate[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	FALSE	0	1000
nadB	gene	Complex II_Ca.Nitrospira_dfluvii	L-ASPARTATE-OXID-RXN	1.4.3.16	rxn00338	rxn00338_Shan	"cpd00007[c0],cpd00041[c0],cpd00025[c0],cpd00067[c0],cpd03470[c0]"	"O2[c0],L-Aspartate[c0],H2O2[c0],H+[c0],Iminoaspartate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00338	L-aspartate:oxygen oxidoreductase	FALSE	0	1000
nadB	gene	Complex II_Ca.Nitrospira_dfluvii	L-ASPARTATE-OXID-RXN	1.4.3.16	rxn08168	rxn08168_Shan	"cpd00041[c0],cpd00106[c0],cpd00036[c0],cpd00067[c0],cpd03470[c0]"	"L-Aspartate[c0],Fumarate[c0],Succinate[c0],H+[c0],Iminoaspartate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn08168	L-aspartate : fumarate oxidoreductase (deaminating)	FALSE	0	1000
nadE	gene	Complex II_Ca.Nitrospira_dfluvii	NAD-SYNTH-GLN-RXN	6.3.5.1	rxn00138	rxn00138_Shan	"cpd00002[c0],cpd00013[c0],cpd00638[c0],cpd00003[c0],cpd00012[c0],cpd00018[c0],cpd00067[c0]"	"ATP[c0],NH3[c0],Deamido-NAD[c0],NAD[c0],PPi[c0],AMP[c0],H+[c0]"	"-1,-1,-1,1,1,1,2"	"1,1,1,1,1,1,1"	rxn00138	deamido-NAD+:ammonia ligase (AMP-forming)	FALSE	0	1000
nadE	gene	Complex II_Ca.Nitrospira_dfluvii	NAD-SYNTH-GLN-RXN	6.3.5.1	rxn00190	rxn00190_Shan	"cpd00001[c0],cpd00002[c0],cpd00053[c0],cpd00638[c0],cpd00003[c0],cpd00012[c0],cpd00018[c0],cpd00023[c0],cpd00067[c0]"	"H2O[c0],ATP[c0],L-Glutamine[c0],Deamido-NAD[c0],NAD[c0],PPi[c0],AMP[c0],L-Glutamate[c0],H+[c0]"	"-1,-1,-1,-1,1,1,1,1,2"	"1,1,1,1,1,1,1,1,1"	rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	FALSE	0	1000
nadE	gene	Complex II_Ca.Nitrospira_dfluvii	NAD-SYNTH-NH3-RXN	6.3.1.5	rxn00138	rxn00138_Shan	"cpd00002[c0],cpd00013[c0],cpd00638[c0],cpd00003[c0],cpd00012[c0],cpd00018[c0],cpd00067[c0]"	"ATP[c0],NH3[c0],Deamido-NAD[c0],NAD[c0],PPi[c0],AMP[c0],H+[c0]"	"-1,-1,-1,1,1,1,2"	"1,1,1,1,1,1,1"	rxn00138	deamido-NAD+:ammonia ligase (AMP-forming)	FALSE	0	1000
nadE	gene	Complex II_Ca.Nitrospira_dfluvii	NAD-SYNTH-NH3-RXN	6.3.1.5	rxn30039	rxn30039_Shan	"cpd00002[c0],cpd00638[c0],cpd19013[c0],cpd00003[c0],cpd00012[c0],cpd00018[c0],cpd00067[c0]"	"ATP[c0],Deamido-NAD[c0],NH4+[c0],NAD[c0],PPi[c0],AMP[c0],H+[c0]"	"-1,-1,-1,1,1,1,2"	"1,1,1,1,1,1,1"	rxn30039	NAD synthase (nh3)	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn06109	rxn06109_Shan	"cpd00036[c0],cpd11669[c0],cpd00106[c0],cpd11665[c0]"	"Succinate[c0],Q[c0],Fumarate[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn06109	Succinate:ubiquinone oxidoreductase	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn09272	rxn09272_Shan	"cpd00036[c0],cpd15560[c0],cpd00106[c0],cpd15561[c0]"	"Succinate[c0],Ubiquinone-8[c0],Fumarate[c0],Ubiquinol-8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn09272	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn09417	rxn09417_Shan	"cpd00036[c0],cpd15290[c0],cpd00106[c0],cpd15291[c0]"	"Succinate[c0],Ubiquinone-6[c0],Fumarate[c0],Ubiquinol-6[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn09417	Succinic dehydrogenase	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn27229	rxn27229_Shan	"cpd00036[c0],cpd28301[c0],cpd00106[c0],cpd28300[c0]"	"Succinate[c0],Ubiquinones[c0],Fumarate[c0],Ubiquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn27229	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	TRUE	-1000	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn33444	rxn33444_Shan	"cpd00036[c0],cpd00067[c0],cpd00106[c0]"	"Succinate[c0],H+[c0],Fumarate[c0]"	"-1,2,1"	"1,1,1"	rxn33444	Succinate dehydrogenase (ubiquinone)	TRUE	-1000	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn37562	rxn37562_Shan	"cpd00036[c0],cpd01351[c0],cpd00106[c0],cpd25914[c0]"	"Succinate[c0],Ubiquinone-9[c0],Fumarate[c0],ubiquinol(9)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37562	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	TRUE	-1000	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn37563	rxn37563_Shan	"cpd00036[c0],cpd08232[c0],cpd00106[c0],cpd25915[c0]"	"Succinate[c0],Ubidecarenone[c0],Fumarate[c0],ubiquinol(10)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37563	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	TRUE	-1000	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn37641	rxn37641_Shan	"cpd00036[c0],cpd15560[c0],cpd00106[c0],cpd29608[c0]"	"Succinate[c0],Ubiquinone-8[c0],Fumarate[c0],ubiquinol(8)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37641	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn38991	rxn38991_Shan	"cpd00036[c0],cpd25792[c0],cpd00106[c0],cpd25913[c0]"	"Succinate[c0],coenzyme-Q7[c0],Fumarate[c0],ubiquinol(7)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38991	Succinic dehydrogenase	TRUE	-1000	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn38995	rxn38995_Shan	"cpd00036[c0],cpd15290[c0],cpd00106[c0],cpd11665[c0]"	"Succinate[c0],Ubiquinone-6[c0],Fumarate[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38995	Succinic dehydrogenase	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	RXN-14971	1.3.5.1	rxn00288	rxn00288_Shan	"cpd00015[c0],cpd00036[c0],cpd00067[c0],cpd00106[c0],cpd00982[c0]"	"FAD[c0],Succinate[c0],H+[c0],Fumarate[c0],FADH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00288	Succinate:(acceptor) oxidoreductase	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1	rxn06109	rxn06109_Shan	"cpd00036[c0],cpd11669[c0],cpd00106[c0],cpd11665[c0]"	"Succinate[c0],Q[c0],Fumarate[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn06109	Succinate:ubiquinone oxidoreductase	FALSE	0	1000
sdhA	gene	Complex II_Ca.Nitrospira_dfluvii	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1	rxn09272	rxn09272_Shan	"cpd00036[c0],cpd15560[c0],cpd00106[c0],cpd15561[c0]"	"Succinate[c0],Ubiquinone-8[c0],Fumarate[c0],Ubiquinol-8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn09272	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	FALSE	0	1000
