react_id	react_name	react_rev	react_single	react_de	lowbnd	uppbnd	obj_coef	gprRules	gpr	react_attr	rxn	name	ec	tc	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID
EX_cpd26474_e0	La3+ Exchange	TRUE	NA	NA	-100	1000	0			EX_cpd26474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd27384_e0	Li+ Exchange	TRUE	NA	NA	-100	1000	0			EX_cpd27384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd00635_e0	cob(I)alamin Exchange	TRUE	NA	NA	0	1000	0			EX_cpd00635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd00423_e0	cob(II)alamin Exchange	TRUE	NA	NA	0	1000	0			EX_cpd00423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd00074_e0	Sulfur S Exchange	TRUE	NA	NA	0	1000	0			EX_cpd00074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd00081_e0	Sulfite Exchange	TRUE	NA	NA	-100	1000	0			EX_cpd00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd11416_c0	EX cpd11416 c0	FALSE	NA	NA	0	1000	1			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn00378_c0	Sulfite:ferricytochrome-c oxidoreductase	FALSE	NA	NA	0	1000	0			rxn00378	SULFITE-DEHYDROGENASE-RXN	sulfite dehydrogenase	1.8.2.1	NA		NA	NA	0	NA		NA	NA	|PWY-5276|	no_blast	NA	Subunit 1	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.8.2.1;http://identifiers.org/seed.reaction:rxn00378;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)	FALSE	NA	NA	0	1000	0			rxn00470	ORNDECARBOX-RXN	ornithine decarboxylase	4.1.1.17	NA	UniRef90_O50657	26.667	2.54e-22	97.8	97	STY1_bin_1_NODE_127_length_30266_cov_21.7121	3427	2228	|PWY-46|	bad_blast	NA	NA	1	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.17;http://identifiers.org/seed.reaction:rxn00470;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00470;http://identifiers.org/kegg.reaction:R00670;http://identifiers.org/bigg.reaction:ORDCh;http://identifiers.org/bigg.reaction:ORNDC;http://identifiers.org/biocyc:META:ORNDECARBOX-RXN;http://identifiers.org/metanetx.reaction:MNXR102209	MNXR102209	rxn00470	R00670	ORDCh;ORNDC	ORNDECARBOX-RXN
rxn00937_c0	L-asparagine hydro-lyase (3-cyanoalanine-forming)	TRUE	NA	NA	-1000	1000	0			rxn00937	3-CYANOALANINE-HYDRATASE-RXN	beta-cyano-L-alanine hydratase	4.2.1.65	NA	UniRef50_A0A1W6KTS3	25.084	4.97e-09	55.8	87	STY3_bin_1_NODE_7050_length_4426_cov_147.08	4007	3216	|ASPSYNII-PWY|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.2.1.65;http://identifiers.org/seed.reaction:rxn00937;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00937;http://identifiers.org/kegg.reaction:R01267;http://identifiers.org/biocyc:META:3-CYANOALANINE-HYDRATASE-RXN;http://identifiers.org/metanetx.reaction:MNXR106897	MNXR106897	rxn00937	R01267	NA	3-CYANOALANINE-HYDRATASE-RXN
rxn01265_c0	Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase	TRUE	NA	NA	-1000	0	0			rxn01265	rxn01265	Nicotinate phosphoribosyltransferase	2.4.2.11	NA	UniRef50_A0A0T9IC07	23.558	8.83e-10	56.6	83	STY1_bin_1_NODE_200_length_22454_cov_21.9882	22454	21837	seed.pwy303	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.4.2.11;http://identifiers.org/seed.reaction:rxn01265;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn01675_c0	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase	TRUE	NA	NA	-1000	1000	0			rxn01675	DTDPGLUCOSEPP-RXN	dTDP-glucose pyrophosphorylase	2.7.7.24	NA	tr|C6K8M0|C6K8M0_STRC0	26.608	1.11e-22	98.2	88	STY2_bin_2_NODE_110_length_31524_cov_34.1629	10310	9342	|DTDPRHAMSYN-PWY|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.7.24;http://identifiers.org/seed.reaction:rxn01675;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn01675;http://identifiers.org/kegg.reaction:R02328;http://identifiers.org/bigg.reaction:G1PTT;http://identifiers.org/biocyc:META:DTDPGLUCOSEPP-RXN;http://identifiers.org/metanetx.reaction:MNXR99846	MNXR99846	rxn01675	R02328	G1PTT	DTDPGLUCOSEPP-RXN
rxn02264_c0	Hydroxymethylbilane hydro-lyase(cyclizing)	TRUE	NA	NA	-1000	1000	0			rxn02264	UROGENIIISYN-RXN	uroporphyrinogen III cosynthetase	4.2.1.75	NA	UniRef90_Q59683	31.507	4.02e-05	42	73	STY4_bin_1_NODE_2753_length_7814_cov_640.4	5643	5221	|PWY-5188|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.2.1.75;http://identifiers.org/seed.reaction:rxn02264;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn02264;http://identifiers.org/kegg.reaction:R03165;http://identifiers.org/bigg.reaction:UPP3S;http://identifiers.org/bigg.reaction:UPP3S_1;http://identifiers.org/biocyc:META:UROGENIIISYN-RXN;http://identifiers.org/metanetx.reaction:MNXR105139	MNXR105139	rxn02264	R03165	UPP3S;UPP3S_1	UROGENIIISYN-RXN
rxn02897_c0	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase	TRUE	NA	NA	-1000	1000	0			rxn02897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn02897;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn02897;http://identifiers.org/kegg.reaction:R04148;http://identifiers.org/bigg.reaction:NNDMBRT;http://identifiers.org/biocyc:META:DMBPPRIBOSYLTRANS-RXN;http://identifiers.org/metanetx.reaction:MNXR101979	MNXR101979	rxn02897	R04148	NNDMBRT	DMBPPRIBOSYLTRANS-RXN
rxn03005_c0	R04326	TRUE	NA	NA	-1000	1000	0			rxn03005	GART-RXN	phosphoribosylglycinamide formyltransferase 1	2.1.2.2	NA	UniRef90_P9WHM4	40.884	2.83e-28	110	83	STY3_bin_1_NODE_959_length_9712_cov_127.193	7965	8507	|PWY-6121|	good_blast	full	NA	0	1	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.1.2.2;http://identifiers.org/seed.reaction:rxn03005;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn03005;http://identifiers.org/kegg.reaction:R04326;http://identifiers.org/bigg.reaction:FGFTh;http://identifiers.org/bigg.reaction:FGFTm;http://identifiers.org/metanetx.reaction:MNXR99592	MNXR99592	rxn03005	R04326	FGFTh;FGFTm	NA
rxn03150_c0	R04594	FALSE	NA	NA	0	1000	0			rxn03150	RXN-8770	adenosylcobalamine-5'-phosphate phosphatase	3.1.3.73	NA	UniRef90_P52086	29.878	6.32e-13	65.1	80	STY4_bin_1_NODE_22_length_67542_cov_591.459	44410	44901	|PWY-5509|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.1.3.73;http://identifiers.org/seed.reaction:rxn03150;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn03150;http://identifiers.org/kegg.reaction:R04594;http://identifiers.org/bigg.reaction:RZ5PP;http://identifiers.org/biocyc:META:RIBAZOLEPHOSPHAT-RXN;http://identifiers.org/biocyc:META:RXN-16788;http://identifiers.org/metanetx.reaction:MNXR104116	MNXR104116	rxn03150	R04594	RZ5PP	RIBAZOLEPHOSPHAT-RXN;RXN-16788
rxn03511_c0	ADP-D-glycero-D-manno-heptose 6-epimerase	TRUE	NA	NA	-1000	1000	0			rxn03511	5.1.3.20-RXN	ADP-L-glycero-D-mannoheptose 6-epimerase	5.1.3.20	NA	UniRef90_A3QJB2	24.302	2.97e-15	74.7	98	STY3_bin_1_NODE_149_length_24339_cov_134.566	4420	3413	|PWY0-1241|	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:5.1.3.20;http://identifiers.org/seed.reaction:rxn03511;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn03511;http://identifiers.org/kegg.reaction:R05176;http://identifiers.org/bigg.reaction:AGMHE;http://identifiers.org/biocyc:META:5.1.3.20-RXN;http://identifiers.org/metanetx.reaction:MNXR95551	MNXR95551	rxn03511	R05176	AGMHE	5.1.3.20-RXN
rxn03538_c0	R05223	TRUE	NA	NA	-1000	1000	0			rxn03538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn03538;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn03538;http://identifiers.org/kegg.reaction:R05223;http://identifiers.org/bigg.reaction:ADOCBLS;http://identifiers.org/biocyc:META:COBALAMINSYN-RXN;http://identifiers.org/metanetx.reaction:MNXR95469	MNXR95469	rxn03538	R05223	ADOCBLS	COBALAMINSYN-RXN
rxn04413_c0	R06558	FALSE	NA	NA	0	1000	0			rxn04413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn04413;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn04413;http://identifiers.org/kegg.reaction:R06558;http://identifiers.org/biocyc:META:RXN-14063;http://identifiers.org/metanetx.reaction:MNXR110348	MNXR110348	rxn04413	R06558	NA	RXN-14063
rxn05275_c0	b-ketoacyl synthetase (Iso-C17:0)	FALSE	NA	NA	0	1000	0			rxn05275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05275;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn05276_c0	b-ketoacyl synthetase (Anteiso-C17:0)	FALSE	NA	NA	0	1000	0			rxn05276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05276;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn05312_c0	Inorganic phosphate transporter	TRUE	NA	NA	-1000	1000	0			rxn05312	d2rdx9	transport-2.a.20-phosphate	NA	2.a.20	gnl|tc-db|d2rdx9|2.a.20.3.4	24.204	6.42e-11	61.6	93	STY4_bin_1_NODE_67_length_45416_cov_442.926	16416	15475	NA	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05312;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn05312;http://identifiers.org/bigg.reaction:PIt2m;http://identifiers.org/bigg.reaction:PIt2n;http://identifiers.org/bigg.reaction:PIt2p;http://identifiers.org/bigg.reaction:PIt2r;http://identifiers.org/bigg.reaction:PIt2rpp;http://identifiers.org/bigg.reaction:PIt2v;http://identifiers.org/bigg.reaction:PItf;http://identifiers.org/biocyc:META:TRANS-RXN-114;http://identifiers.org/metanetx.reaction:MNXR102872	MNXR102872	rxn05312	NA	PIt2m;PIt2n;PIt2p;PIt2r;PIt2rpp;PIt2v;PItf	TRANS-RXN-114
rxn05938_c0	pyruvate ferredoxin oxidoreductase	TRUE	NA	NA	-1000	1000	0			rxn05938	PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1	NA		NA	NA	100	NA		NA	NA	|NPGLUCAT-PWY|	no_blast	threshold	Subunit 1	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.7.1;http://identifiers.org/seed.reaction:rxn05938;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn06848_c0	R05075	TRUE	NA	NA	-1000	0	0			rxn06848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn06848;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn06848;http://identifiers.org/kegg.reaction:R05075;http://identifiers.org/metanetx.reaction:MNXR109301	MNXR109301	rxn06848	R05075	NA	NA
rxn06865_c0	R05146	TRUE	NA	NA	-1000	0	0			rxn06865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn06865;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn06865;http://identifiers.org/kegg.reaction:R05146;http://identifiers.org/metanetx.reaction:MNXR109353	MNXR109353	rxn06865	R05146	NA	NA
rxn07189_c0	carbon-monoxide,water:ferredoxin oxidoreductase	TRUE	NA	NA	-1000	1000	0			rxn07189	1.2.7.4-RXN	carbon monoxide dehydrogenase (ferredoxin)	1.2.7.4	NA		NA	NA	100	NA		NA	NA	|PWY-5372|	no_blast	keyenzyme	Subunit 2	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.7.4;http://identifiers.org/seed.reaction:rxn07189;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn07189;http://identifiers.org/kegg.reaction:R07157;http://identifiers.org/metanetx.reaction:MNXR110856	MNXR110856	rxn07189	R07157	NA	NA
rxn08050_c0	N-acetylneuraminate proton symport (periplasm)	TRUE	NA	NA	-1000	1000	0			rxn08050	p44542	transport-2.a.56-sialic acid	NA	2.a.56	gnl|tc-db|p44542|2.a.56.1.3	33.856	4.31e-46	166	95	STY2_bin_2_NODE_148_length_27612_cov_29.093	20470	21402	NA	good_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08050;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn08050;http://identifiers.org/bigg.reaction:ACNAMlt;http://identifiers.org/bigg.reaction:ACNAMt2;http://identifiers.org/bigg.reaction:ACNAMt2pp;http://identifiers.org/biocyc:META:RXN-15314;http://identifiers.org/biocyc:META:TRANS-RXN-25;http://identifiers.org/metanetx.reaction:MNXR95291	MNXR95291	rxn08050	NA	ACNAMlt;ACNAMt2;ACNAMt2pp	RXN-15314;TRANS-RXN-25
rxn08101_c0	RXN0-5202.cp	TRUE	NA	NA	-1000	1000	0			rxn08101	q6lx42	transport-2.a.25-alanine	NA	2.a.25	gnl|tc-db|q6lx42|2.a.25.1.3	39.498	3.9e-70	240	94	STY4_bin_1_NODE_11_length_92275_cov_574.104	12293	10986	NA	good_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08101;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn08101;http://identifiers.org/bigg.reaction:ALAt2pp;http://identifiers.org/bigg.reaction:ALAt2r;http://identifiers.org/bigg.reaction:ALAt2rL;http://identifiers.org/bigg.reaction:ALAtm;http://identifiers.org/bigg.reaction:ALAtx;http://identifiers.org/biocyc:META:RXN0-5202;http://identifiers.org/metanetx.reaction:MNXR95704	MNXR95704	rxn08101	NA	ALAt2pp;ALAt2r;ALAt2rL;ALAtm;ALAtx	RXN0-5202
rxn08102_c0	TRANS-RXN-125.cp	TRUE	NA	NA	-1000	1000	0			rxn08102	q6lx42	transport-2.a.25-alanine	NA	2.a.25	gnl|tc-db|q6lx42|2.a.25.1.3	39.498	3.9e-70	240	94	STY4_bin_1_NODE_11_length_92275_cov_574.104	12293	10986	NA	good_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08102;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn08102;http://identifiers.org/bigg.reaction:ALANA1tm;http://identifiers.org/bigg.reaction:ALANA1tx;http://identifiers.org/bigg.reaction:ALAt4;http://identifiers.org/bigg.reaction:ALAt4pp;http://identifiers.org/biocyc:META:TRANS-RXN-125;http://identifiers.org/metanetx.reaction:MNXR95692	MNXR95692	rxn08102	NA	ALANA1tm;ALANA1tx;ALAt4;ALAt4pp	TRANS-RXN-125
rxn08116_c0	allantoin transport in via proton symport (periplasm)	TRUE	NA	NA	-1000	1000	0			rxn08116	p75712	transport-2.a.39-allantoin	NA	2.a.39	gnl|tc-db|p75712|2.a.39.3.8	29.938	1.98e-43	163	96	STY2_bin_2_NODE_17_length_65616_cov_40.1088	22164	20770	NA	good_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08116;http://identifiers.org/SBO:0000185	NA	NA	NA	NA	NA
rxn08131_c0	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	FALSE	NA	NA	0	1000	0			rxn08131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08131;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn08169_c0	TRANS-RXN-122A.cp	TRUE	NA	NA	-1000	1000	0			rxn08169	d5atk1	transport-2.a.56-c4-dicarboxylate	NA	2.a.56	gnl|tc-db|d5atk1|2.a.56.3.4	38.043	9.47e-58	209	83	STY4_bin_1_NODE_9_length_100063_cov_443.882	4102	5667	NA	good_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08169;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn08169;http://identifiers.org/bigg.reaction:ASPt2_2;http://identifiers.org/bigg.reaction:ASPt2_2pp;http://identifiers.org/biocyc:META:TRANS-RXN-122A;http://identifiers.org/metanetx.reaction:MNXR96104	MNXR96104	rxn08169	NA	ASPt2_2;ASPt2_2pp	TRANS-RXN-122A
rxn08185_c0	calcium (Ca+2) transport out via proton antiport (periplasm)	TRUE	NA	NA	-1000	1000	0			rxn08185	q8tpa6	transport-2.a.19-calcium	NA	2.a.19	gnl|tc-db|q8tpa6|2.a.19.5.4	28.333	5.06e-27	110	84	STY4_bin_1_NODE_17_length_74164_cov_478.465	66787	67554	NA	good_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08185;http://identifiers.org/SBO:0000185	NA	NA	NA	NA	NA
rxn08233_c0	Chloride/proton antiport	TRUE	NA	NA	-1000	1000	0			rxn08233	a8agw0	transport-2.a.49-chloride	NA	2.a.49	gnl|tc-db|a8agw0|2.a.49.5.4	31.606	6.27e-10	59.7	90	STY1_bin_1_NODE_68_length_43412_cov_18.0347	24038	25168	NA	bad_blast	NA	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08233;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn08233;http://identifiers.org/bigg.reaction:CLt3_2pp;http://identifiers.org/bigg.reaction:CLt3r_2;http://identifiers.org/biocyc:META:RXN0-2501;http://identifiers.org/metanetx.reaction:MNXR96796	MNXR96796	rxn08233	NA	CLt3_2pp;CLt3r_2	RXN0-2501
rxn08275_c0	copper transport out via proton antiport	TRUE	NA	NA	-1000	1000	0			rxn08275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08275;http://identifiers.org/SBO:0000185	NA	NA	NA	NA	NA
