		sol$fluxes	cpd00067[c0]	cpd00067[e0]
rxn01018_c0	carbamoyl-phosphate:L-aspartate carbamoyltransferase	0.0974779867959796	1	0
rxn01019_c0	Carbamoyl-phosphate:L-ornithine carbamoyltransferase	1000	1	0
rxn01027_c0	5,6-Dihydrothymine:NAD+ oxidoreductase	1000	1	0
rxn01028_c0	5,6-Dihydrothymine:NADP+ oxidoreductase	-1000	1	0
rxn01032_c0	Benzaldehyde:NAD+ oxidoreductase	1000	2	0
rxn01033_c0	benzaldehyde:NADP+ oxidoreductase	-1000	2	0
rxn01041_c0	D-xylose:NAD+ 1-oxidoreductase	1000	1	0
rxn01043_c0	xylitol:NADP+ oxidoreductase	1000	1	0
rxn01045_c0	L-Valine:NAD+ oxidoreductase(deaminating)	-0.125135593103096	1	0
rxn01101_c0	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase	0.470928352057172	1	0
rxn01108_c0	beta-D-Glucose:NAD+ 1-oxoreductase	1000	1	0
rxn01127_c0	ATP:dAMP phosphotransferase	1.13686837721616e-13	-1	0
rxn01211_c0	5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)	0.30506348669428	1	0
rxn01213_c0	GPPSYN-RXN	0.00429866088052222	1	0
rxn01220_c0	ATP:deoxycitidine 5'-phosphotransferase	6.57737753151366e-14	1	0
rxn01241_c0	Dihydrolipoamide:NAD+ oxidoreductase	-0.37266715332828	1	0
rxn01276_c0	D-Gluconate:NAD+ 5-oxidoreductase	1000	1	0
rxn01278_c0	D-Gluconate:NADP+ 5-oxidoreductase	-1000	1	0
rxn01286_c0	D-Glyceraldehyde:NAD+ oxidoreductase	8.05503431839411e-14	2	0
rxn01288_c0	D-threo-Aldose:NAD+ 1-oxidoreductase	1000	1	0
rxn01289_c0	L-Arabinose:NAD+ 1-oxidoreductase	-1000	1	0
rxn01290_c0	L-Arabitol:NAD+ 1-oxidoreductase	-1000	1	0
rxn01291_c0	L-Arabitol:NADP+ 1-oxidoreductase	1000	1	0
rxn01300_c0	ATP:L-homoserine O-phosphotransferase	0.160933088642423	1	0
rxn01301_c0	L-Homoserine:NAD+ oxidoreductase	-0.207609815357614	1	0
rxn01324_c0	Tetrahydrobiopterin:NADP+ oxidoreductase	-1000	1	0
rxn01331_c0	D-erythrose 4-phosphate:NAD+ oxidoreductase	0.00122947150850905	2	0
rxn01337_c0	3beta-Hydroxyandrost-5-en-17-one:NAD+ 3-oxidoreductase/delta5-delta-4 isomerase	1000	1	0
rxn01339_c0	3beta-Hydroxyandrost-5-en-17-one:NADP+ 3-oxidoreductase	-1000	1	0
rxn01361_c0	(S)-dihydroorotate:NAD+ oxidoreductase	0.097477986795988	1	0
rxn01362_c0	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase	-0.097477986795988	-1	0
rxn01363_c0	L-quinate:NAD+ 3-oxidoreductase	1000	1	0
rxn01387_c0	Isocitrate:NADP+ oxidoreductase	1000	1	0
rxn01420_c0	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)	0.101478117790293	-1	0
rxn01434_c0	L-Citrulline:L-aspartate ligase (AMP-forming)	0.0874704021441902	2	0
rxn01465_c0	(S)-dihydroorotate amidohydrolase	-0.0974779867959796	1	0
rxn01466_c0	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase	0.00429866088052222	1	0
rxn01513_c0	ATP:dTMP phosphotransferase	0.00768937347743304	-1	0
rxn01517_c0	ATP:dUMP phosphotransferase	-0.00768937347754672	-1	0
rxn01573_c0	L-Isoleucine:NAD+ oxidoreductase(deaminating)	998.28013139164	1	0
rxn01582_c0	20alpha-Hydroxy-4-pregnen-3-one:NAD+ 20-oxidoreductase	1000	-1	0
rxn01584_c0	20alpha-Hydroxy-4-pregnen-3-one:NADP+ 20-oxidoreductase	-1000	-1	0
rxn01586_c0	Pregnenolone:NAD+ 3-oxidoreductase	-1000	1	0
rxn01587_c0	Pregnenolone:NADP+ 3-oxidoreductase	1000	1	0
rxn01603_c0	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)	0.00368841452551605	1	0
rxn01615_c0	Propane-1,2-diol:NAD+ oxidoreductase	1000	1	0
rxn01627_c0	Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating)	0.019671544135968	-1	0
rxn01643_c0	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)	-0.213137947746759	1	0
rxn01644_c0	L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)	0.00429866088060862	1	0
rxn01647_c0	Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase	-1.7539572225167e-14	1	0
rxn01663_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase	999.89852188221	1	0
rxn01685_c0	Acetoin:NAD+ oxidoreductase	1000	1	0
rxn01692_c0	Estradiol-17beta:NAD+ 17-oxidoreductase	1000	1	0
rxn01693_c0	Estradiol-17beta:NADP+ 17-oxidoreductase	-1000	1	0
rxn01731_c0	Itaconate:CoA ligase (ADP-forming)	1000	-1	0
rxn01732_c0	Itaconate:CoA ligase (GDP-forming)	-1000	-1	0
rxn01733_c0	Itaconate:CoA ligase (IDP-forming)	-1000	-1	0
rxn01734_c0	Succinyl-CoA:citramalate CoA-transferase	1000	-1	0
rxn01739_c0	ATP:shikimate 3-phosphotransferase	0.116061422262192	1	0
rxn01740_c0	Shikimate:NADP+ 3-oxidoreductase	999.883938577738	1	0
rxn01790_c0	(R)-Pantoate:NADP+ 2-oxidoreductase	-0.0024589430170181	1	0
rxn01791_c0	(R)-Pantoate:beta-alanine ligase (AMP-forming)	0.00245894301699604	2	0
rxn01809_c0	Testosterone delta5-delat4-isomerase	1000	-1	0
rxn01810_c0	Testosterone delta5-delat4-isomerase	-1000	-1	0
rxn01816_c0	R02508	-1000	-1	0
rxn01829_c0	L-Arabinono-1,5-lactone lactonohydrolase	1000	1	0
rxn01830_c0	L-Arabinono-1,4-lactone lactonohydrolase	-1000	1	0
rxn01835_c0	Lactaldehyde:NAD+ 1-oxidoreductase	-1000	1	0
rxn01840_c0	Phenylacetaldehyde:NAD+ oxidoreductase	1000	1	0
rxn01841_c0	Aldehyde:NADP+ oxidoreductase	-1000	1	0
rxn01879_c0	Propane-1,2-diol:NAD+ 1-oxidoreductase	-1000	1	0
rxn01887_c0	coniferyl alcohol:NADP+ oxidoreductase	-1000	1	0
rxn01937_c0	Indole-3-acetaldehyde:NAD+ oxidoreductase	1000	2	0
rxn01938_c0	indole-3-ethanol:NAD+ oxidoreductase	-908.428366077399	1	0
rxn01939_c0	indole-3-ethanol:NADP+ oxidoreductase	908.428366077399	1	0
rxn01943_c0	4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase	1000	2	0
rxn01944_c0	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase	-1000	2	0
rxn01975_c0	beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase	-1000	1	0
rxn02008_c0	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)	0.00429866088064423	1	0
rxn02011_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming)	0.00429866088064423	1	0
rxn02038_c0	Cortisol delta5-delat4-isomerase	1000	-1	0
rxn02040_c0	Cortisol delta5-delat4-isomerase	-1000	-1	0
rxn02049_c0	R02856	-1000	1	0
rxn02056_c0	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	-0.00122947150851554	-2	0
rxn02102_c0	(S)-Ureidoglycolate:NAD+ oxidoreductase	1000	1	0
rxn02103_c0	(S)-Ureidoglycolate:NADP+ oxidoreductase	-1000	1	0
rxn02186_c0	2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	0.286753164033618	-1	0
rxn02209_c0	(R)-Propane-1,2-diol:NAD+ oxidoreductase	1000	1	0
rxn02226_c0	L-2-Aminoadipate-6-semialdehyde:NAD+ 6-oxidoreductase	999.89852188221	2	0
rxn02227_c0	L-2-Aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase	-1000	2	0
rxn02270_c0	Branched-chain acyl-CoA dehydrogenase	-0.025929687992857	-1	0
rxn02285_c0	UDP-N-acetylmuramate:NADP+ oxidoreductase	-0.00429866088064423	1	0
rxn02286_c0	UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)	0.00429866088064423	1	0
rxn02287_c0	S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	1000	1	0
rxn02288_c0	Uroporphyrinogen-III carboxy-lyase	0.00122947150849555	-4	0
rxn02297_c0	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)	-7.3547938572727e-15	-1	0
rxn02302_c0	O-Acetyl-L-homoserine succinate-lyase (adding cysteine)	-1000	1	0
rxn02303_c0	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)	0.00122947150849555	-2	0
rxn02341_c0	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase	0.0024589430170181	-1	0
rxn02364_c0	3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase	1000	2	0
rxn02365_c0	3,4-Dihydroxyphenylacetaldehyde:NADP+ oxidoreductase	-1000	2	0
rxn02373_c0	L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)	-0.155298684841933	1	0
rxn02383_c0	20alpha-hydroxy steroid dehydrogenase	1000	1	0
rxn02384_c0	17alpha,20alpha-Dihydroxypregn-4-en-3-one:NADP+ 20-oxidoreductase	-1000	1	0
rxn02385_c0	17alpha-Hydroxypregnenolone:NAD+ 3-oxidoreductase	1000	1	0
rxn02386_c0	17alpha-Hydroxypregnenolone:NADP+ 3-oxidoreductase	-1000	1	0
rxn02392_c0	4-hydroxyphenyllactate:NAD+ oxidoreductase	1000	1	0
rxn02393_c0	(R)-3-(4-hydroxyphenyl)lactate:NAD+ 2-oxidoreductase	1000	1	0
rxn02394_c0	4-Hydroxyphenyllactate:NADP+ oxidoreductase	-1000	1	0
rxn02395_c0	(R)-3-(4-hydroxyphenyl)lactate:NADP+ 2-oxidoreductase	-1000	1	0
rxn02402_c0	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)	-0.00245894301701077	1	0
rxn02405_c0	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase	0.0128959826418259	1	0
rxn02474_c0	5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase	-0.0024589430170181	1	0
rxn02475_c0	2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase	0.002458943016996	-1	0
rxn02507_c0	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)	0.0168092587750834	-1	0
rxn02679_c0	Octanoyl-CoA:oxygen 2-oxidoreductase	-0.0517216532765588	-1	0
rxn02720_c0	Lauroyl-CoA:(acceptor) 2,3-oxidoreductase	-0.0517216532765588	-1	0
rxn02758_c0	Sinapyl alcohol:NADP+ oxidoreductase	1000	-1	0
rxn02774_c0	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	0.00122947150851554	2	0
rxn02803_c0	Tetradecanoyl-CoA:(acceptor) 2,3-oxidoreductase	-0.0302283488734929	-1	0
rxn02810_c0	(E)-Glutaconate CoA-transferase	1000	-1	0
rxn02834_c0	Phosphoribosyl-ATP pyrophosphohydrolase	0.028015431291692	2	0
rxn02895_c0	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)	0.145286120998048	1	0
rxn02905_c0	21-Hydroxypregnenolone:NAD+ 3-oxidoreductase	1000	1	0
rxn02906_c0	21-Hydroxypregnenolone:NADP+ 3-oxidoreductase	-1000	1	0
rxn02928_c0	2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase	-0.00429866088060862	1	0
rxn02933_c0	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	999.974070312007	1	0
rxn02937_c0	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)	0.145286120998048	1	0
rxn02939_c0	4-phospho-D-erythronate:NAD+ 2-oxidoreductase	0.00122947150850905	1	0
rxn02985_c0	6-Lactoyl-5,6,7,8-tetrahydropterin:NADP+ 2'-oxidoreductase	-1000	1	0
rxn03004_c0	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase	0.145286120998094	1	0
rxn03068_c0	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	0.286753164033598	1	0
rxn03071_c0	L-1-Pyrroline-3-hydroxy-5-carboxylate:NAD+ oxidoreductase	-1000	1	0
rxn03072_c0	L-1-Pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase	1000	1	0
rxn03080_c0	5-amino-6-(D-ribitylamino)uracil butanedionetransferase	0.0049178860340362	1	0
rxn03084_c0	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)	0.145286120998048	1	0
rxn03108_c0	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase	0.00122947150850905	-1	0
rxn03112_c0	(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate:NAD+ 15-oxidoreductase	1000	1	0
rxn03113_c0	(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate:NADP+ 15-oxidoreductase	-1000	1	0
rxn03130_c0	UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase	0.00429866088052222	2	0
rxn03135_c0	R04558	-0.028015431291692	-2	0
rxn03136_c0	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	0.144056649489585	1	0
rxn03147_c0	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)	0.14405664948955	1	0
rxn03164_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)	0.00429866088064423	1	0
rxn03167_c0	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)	0.00368841452551605	2	0
rxn03175_c0	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase	0.028015431291692	-1	0
rxn03181_c0	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase	0.00429866088060862	1	0
rxn03182_c0	CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	0.00429866088060862	1	0
rxn03198_c0	16alpha-Hydroxyandrost-4-ene-3,17-dione delta5-delat4-isomerase	1000	-1	0
rxn03199_c0	16alpha-Hydroxyandrost-4-ene-3,17-dione delta5-delat4-isomerase	-1000	-1	0
rxn03200_c0	Estriol:NAD+ 17-oxidoreductase	1000	1	0
rxn03201_c0	Estriol:NADP+ 17-oxidoreductase	-1000	1	0
rxn03239_c0	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	-0.025929687992857	1	0
rxn03242_c0	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	-0.0517216532765588	1	0
rxn03244_c0	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	-0.0517216532765588	1	0
rxn03246_c0	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	-0.0517216532765588	1	0
rxn03249_c0	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	-0.0517216532765588	1	0
rxn03251_c0	Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase	-0.0517216532765588	-1	0
rxn03253_c0	Decanoyl-CoA:(acceptor) 2,3-oxidoreductase	-0.0517216532765588	-1	0
rxn03255_c0	short-chain dehydrogenase/reductase (SDR) family protein	-1000	1	0
rxn03256_c0	11beta-Hydroxyandrost-4-ene-3,17-dione:NADP+ 11-oxidoreductase	1000	1	0
rxn03309_c0	short-chain dehydrogenase/reductase (SDR) family protein	-1000	1	0
rxn03310_c0	Tetrahydrocorticosterone:NADP+ 11-oxidoreductase	1000	1	0
rxn03317_c0	11-Deoxycortisol delta5-delat4-isomerase	1000	-1	0
rxn03319_c0	11-Deoxycortisol delta5-delat4-isomerase	-1000	-1	0
rxn03324_c0	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)	0.101478117790293	1	0
rxn03335_c0	3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase	1000	2	0
rxn03336_c0	3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase	-1000	2	0
rxn03340_c0	3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	1000	2	0
rxn03341_c0	3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase	-1000	2	0
rxn03343_c0	3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase	1000	2	0
rxn03344_c0	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase	-1000	2	0
rxn03419_c0	formamidopyrimidine nucleoside triphosphate amidohydrolase	0.00368841452552715	1	0
rxn03435_c0	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)	-1000	1	0
rxn03439_c0	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	0.00429866088060862	1	0
rxn03601_c0	p-Methylbenzaldehyde:NADP+ oxidoreductase	1000	2	0
rxn03638_c0	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase	0.0171946435225057	1	0
rxn03841_c0	4-amino-4-deoxychorismate pyruvate-lyase	0.00368841452551605	1	0
rxn03861_c0	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	-0.0517216532765087	2	0
rxn03874_c0	R05595	-0.0517216532765588	-1	0
rxn03901_c0	undecaprenyl-diphosphate phosphohydrolase	0.00429866088063591	2	0
rxn03908_c0	ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase	0.0472852696866948	1	0
rxn03909_c0	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)	0.0497442127036909	-1	0
rxn03918_c0	ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase	0.0171946435225436	1	0
rxn03935_c0	R05664	1000	2	0
rxn03958_c0	1-Deoxy-D-xylulose-5-phosphate isomeroreductase	-0.0472852696866539	1	0
rxn03981_c0	mycothiol:NAD+ oxidoreductase	1000	1	0
rxn03982_c0	mycothiol:NADP+ oxidoreductase	-1000	1	0
rxn04024_c0	trans-feruloyl-CoA hydro-lyase	1000	-1	0
rxn04025_c0	3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propionyl-CoA:vanillin lyase (acetyl-CoA-forming)	1000	1	0
rxn04070_c0	pyridoxine 5'-phosphate synthase	0.001229471508498	1	0
rxn04113_c0	isopentenyl-diphosphate:NAD(P)+ oxidoreductase	0.0472852696866948	-1	0
rxn04424_c0	cinnamyl-alcohol:NADP+ oxidoreductase	-1000	-1	0
rxn04425_c0	cinnamyl-alcohol:NADP+ oxidoreductase	-1000	-1	0
rxn04428_c0	caffeic aldehyde:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	1000	1	0
rxn04429_c0	S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	-1000	1	0
rxn04430_c0	S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	1000	1	0
rxn04431_c0	S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	-1000	1	0
rxn04661_c0	L-quinate:NADP+ 3-oxidoreductase	-1000	1	0
rxn04662_c0	shikimate:NAD+ 3-oxidoreductase	-1000	1	0
