Key	Type	Reactions	MSID
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21065
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21066
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21572
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn23121
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn23125
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn23153
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn27454
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn30548
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn31677
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn31684
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn31720
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn32645
1.14.99.39	EC	AMMOXID-PWY_ammonia oxidation I (aerobic)	rxn14010
1.14.99.39	EC	AMMOXID-PWY_ammonia oxidation I (aerobic)	rxn16361
1.14.99.39	EC	AMMOXID-PWY_ammonia oxidation I (aerobic)	rxn19165
1.2.1.75	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00532
1.2.1.76	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn16140
1.3.1.84	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00668
2.1.3.15	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn05321
2.1.3.15	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn06673
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00598
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00676
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00874
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn02680
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn02804
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn03243
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn03248
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn03288
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn03796
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn05831
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn06510
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07681
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07685
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07689
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07727
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07743
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07880
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn07884
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn08767
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn16680
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn19961
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21062
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21063
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21064
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn21573
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn23126
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn31685
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn32881
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00178
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00874
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn23003
4.2.1.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00102
4.2.1.116	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn02181
4.2.1.120	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn03642
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn02167
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn02168
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn03874
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn27538
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn19669
5.1.99.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn01996
5.1.99.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn16825
5.4.99.2	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn00602
6.2.1.36	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn16146
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn06672
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn19235
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn27736
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn31681
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn05320
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn01355
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn14157
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	rxn26656
